Feature Name,Observed Ratio,Expected Ratio,Fold Change,P-value,FDR P-value,Bonferroni P-value,log2(Fold Change),-log10(P-value),-log10(FDR P-value)
GO:0005829,2/120 (1.7%),1/120 (0.8%),1.5373358348968105,0.8579767072680432,1.0,1.0,0.6204323598337628,0.06652450241035235,-0.0
GO:0010008,0/120 (0.0%),0/120 (0.0%),0.0,0.8656547990415439,1.0,1.0,0.0,0.06265525897495748,-0.0
GO:0045211,0/120 (0.0%),0/120 (0.0%),0.0,0.8656547990415439,1.0,1.0,0.0,0.06265525897495748,-0.0
GO:0005819,0/120 (0.0%),0/120 (0.0%),0.0,0.8806074501974082,1.0,1.0,0.0,0.055217644602206836,-0.0
GO:0005667,0/120 (0.0%),0/120 (0.0%),0.0,0.8806074501974082,1.0,1.0,0.0,0.055217644602206836,-0.0
GO:0071013,0/120 (0.0%),0/120 (0.0%),0.0,0.8827643479996184,1.0,1.0,0.0,0.05415521490740785,-0.0
GO:0015629,0/120 (0.0%),0/120 (0.0%),0.0,0.8892665248364732,1.0,1.0,0.0,0.05096805576983,-0.0
GO:0022625,0/120 (0.0%),0/120 (0.0%),0.0,0.8892665248364732,1.0,1.0,0.0,0.05096805576983,-0.0
GO:0031966,0/120 (0.0%),0/120 (0.0%),0.0,0.8892665248364732,1.0,1.0,0.0,0.05096805576983,-0.0
GO:0032040,0/120 (0.0%),0/120 (0.0%),0.0,0.8914444537500879,1.0,1.0,0.0,0.049905712703300506,-0.0
GO:0000502,0/120 (0.0%),0/120 (0.0%),0.0,0.8914444537500879,1.0,1.0,0.0,0.049905712703300506,-0.0
GO:0005575,0/120 (0.0%),0/120 (0.0%),0.0,0.8936276721355323,1.0,1.0,0.0,0.04884339129163115,-0.0
GO:0045121,0/120 (0.0%),0/120 (0.0%),0.0,0.8980100283050134,1.0,1.0,0.0,0.04671881342934144,-0.0
GO:0005769,0/120 (0.0%),0/120 (0.0%),0.0,0.8980100283050134,1.0,1.0,0.0,0.04671881342934144,-0.0
GO:0031012,0/120 (0.0%),0/120 (0.0%),0.0,0.8980100283050134,1.0,1.0,0.0,0.04671881342934144,-0.0
GO:0005741,0/120 (0.0%),0/120 (0.0%),0.0,0.9024136956157102,1.0,1.0,0.0,0.044594322175898995,-0.0
GO:0016607,0/120 (0.0%),0/120 (0.0%),0.0,0.9068387768273742,1.0,1.0,0.0,0.04246991752424291,-0.0
GO:1990075,0/120 (0.0%),0/120 (0.0%),0.0,0.9068387768273742,1.0,1.0,0.0,0.04246991752424291,-0.0
GO:0000793,0/120 (0.0%),0/120 (0.0%),0.0,0.9090593798927611,1.0,1.0,0.0,0.04140774767187845,-0.0
GO:0034707,0/120 (0.0%),0/120 (0.0%),0.0,0.9112853751910334,1.0,1.0,0.0,0.04034559946731309,-0.0
GO:0000775,0/120 (0.0%),0/120 (0.0%),0.0,0.9112853751910334,1.0,1.0,0.0,0.04034559946731309,-0.0
GO:0032991,0/120 (0.0%),0/120 (0.0%),0.0,0.9135167757057134,1.0,1.0,0.0,0.039283472909664434,-0.0
GO:0043235,0/120 (0.0%),0/120 (0.0%),0.0,0.9135167757057134,1.0,1.0,0.0,0.039283472909664434,-0.0
GO:0005892,0/120 (0.0%),0/120 (0.0%),0.0,0.9135167757057134,1.0,1.0,0.0,0.039283472909664434,-0.0
GO:0005643,0/120 (0.0%),0/120 (0.0%),0.0,0.9179958444734415,1.0,1.0,0.0,0.03715928473158817,-0.0
GO:0000932,0/120 (0.0%),0/120 (0.0%),0.0,0.9179958444734415,1.0,1.0,0.0,0.03715928473158817,-0.0
GO:0005815,0/120 (0.0%),0/120 (0.0%),0.0,0.9202435388488102,1.0,1.0,0.0,0.03609722310939597,-0.0
GO:0005802,0/120 (0.0%),0/120 (0.0%),0.0,0.9202435388488102,1.0,1.0,0.0,0.03609722310939597,-0.0
GO:0000922,0/120 (0.0%),0/120 (0.0%),0.0,0.9202435388488102,1.0,1.0,0.0,0.03609722310939597,-0.0
GO:0005762,0/120 (0.0%),0/120 (0.0%),0.0,0.9224966906853744,1.0,1.0,0.0,0.035035183130591625,-0.0
GO:0008021,0/120 (0.0%),0/120 (0.0%),0.0,0.9247553131223745,1.0,1.0,0.0,0.03397316479429287,-0.0
GO:0000794,0/120 (0.0%),0/120 (0.0%),0.0,0.9247553131223745,1.0,1.0,0.0,0.03397316479429287,-0.0
GO:0031430,0/120 (0.0%),0/120 (0.0%),0.0,0.9247553131223745,1.0,1.0,0.0,0.03397316479429287,-0.0
GO:0031201,0/120 (0.0%),0/120 (0.0%),0.0,0.9247553131223745,1.0,1.0,0.0,0.03397316479429287,-0.0
GO:0090575,0/120 (0.0%),0/120 (0.0%),0.0,0.9247553131223745,1.0,1.0,0.0,0.03397316479429287,-0.0
GO:0000428,0/120 (0.0%),0/120 (0.0%),0.0,0.9270194193304149,1.0,1.0,0.0,0.03291116809961772,-0.0
GO:0031965,0/120 (0.0%),0/120 (0.0%),0.0,0.9292890225115397,1.0,1.0,0.0,0.031849193045684156,-0.0
GO:0005788,0/120 (0.0%),0/120 (0.0%),0.0,0.9292890225115397,1.0,1.0,0.0,0.031849193045684156,-0.0
